mk	chr.x	cM	mk.chr	start	stop	chr.y	recombinants	ord.by.chr	bin.length	bin.mid	cM.Mb
5.03	5	3.56	5	1000001	1500000	5	2.22929936305732	3	500000	1250001	4.45859872611465
5.04	5	4.78	5	1500001	2000000	5	2.86624203821656	4	500000	1750001	5.73248407643312
5.05	5	8.76	5	2000001	2500000	5	3.26433121019108	5	500000	2250001	6.52866242038217
5.06	5	11.88	5	2500001	3000000	5	3.10509554140127	6	500000	2750001	6.21019108280255
5.07	5	15.06	5	3000001	3500000	5	2.62738853503185	7	500000	3250001	5.25477707006369
5.08	5	18.48	5	3500001	4000000	5	3.26433121019108	8	500000	3750001	6.52866242038217
5.09	5	19.97	5	4000001	4500000	5	1.51273885350318	9	500000	4250001	3.02547770700637
5.1	5	21.97	5	4500001	5000000	5	2.38853503184713	10	500000	4750001	4.77707006369427
5.11	5	24.5	5	5000001	5500000	5	1.67197452229299	11	500000	5250001	3.34394904458599
5.12	5	25.75	5	5500001	6000000	5	1.67197452229299	12	500000	5750001	3.34394904458599
5.13	5	27.16	5	6000001	6500000	5	1.7515923566879	13	500000	6250001	3.5031847133758
5.14	5	29.24	5	6500001	7000000	5	2.07006369426752	14	500000	6750001	4.14012738853503
5.15	5	31.25	5	7000001	7400000	5	2.07006369426752	15	400000	7200001	5.17515923566879
5.17	5	34.5	5	7700001	8500000	5	2.94585987261146	16	800000	8100001	3.68232484076433
5.18	5	35.91	5	8500001	9000000	5	1.19426751592357	17	500000	8750001	2.38853503184713
5.19	5	37.56	5	9000001	9500000	5	1.19426751592357	18	500000	9250001	2.38853503184713
5.2	5	37.93	5	9500001	10000000	5	0.796178343949045	19	500000	9750001	1.59235668789809
5.21	5	39.25	5	10000001	10500000	5	0.636942675159236	21	500000	10250001	1.27388535031847
5.22	5	39.95	5	10500001	11000000	5	0.477707006369427	22	500000	10750001	0.955414012738854
5.23	5	40.59	5	11000001	11500000	5	0.398089171974522	23	500000	11250001	0.796178343949045
5.24	5	40.77	5	11500001	12000000	5	0.557324840764331	24	500000	11750001	1.11464968152866
5.25	5	41.81	5	12000001	12500000	5	0.71656050955414	25	500000	12250001	1.43312101910828
5.26	5	42.03	5	12500001	13000000	5	0.0796178343949045	26	500000	12750001	0.159235668789809
5.27	5	42.03	5	13000001	13500000	5	0.238853503184713	27	500000	13250001	0.477707006369427
5.28	5	42.5	5	13500001	14000000	5	0.875796178343949	28	500000	13750001	1.7515923566879
5.29	5	44.1	5	14000001	14500000	5	0	38	500000	14250001	0
5.3	5	39.25	5	14500001	15000000	5	0.71656050955414	20	500000	14750001	1.43312101910828
5.31	5	43.62	5	15000001	15500000	5	0.238853503184713	35	500000	15250001	0.477707006369427
5.32	5	43.62	5	15500001	16000000	5	0	34	500000	15750001	0
5.33	5	43.62	5	16000001	17000000	5	0.0796178343949045	33	1000000	16500001	0.0796178343949045
5.34	5	43.47	5	17000001	18000000	5	0.0796178343949045	32	1000000	17500001	0.0796178343949045
5.35	5	43.47	5	18000001	19000000	5	0	31	1000000	18500001	0
5.36	5	43.47	5	19000001	20000000	5	0	30	1000000	19500001	0
5.37	5	43.47	5	20000001	21000000	5	0.318471337579618	29	1000000	20500001	0.318471337579618
5.38	5	44.1	5	21000001	22000000	5	0.238853503184713	36	1000000	21500001	0.238853503184713
5.39	5	44.1	5	22000001	23000000	5	0	37	1000000	22500001	0
5.4	5	44.1	5	23000001	24000000	5	0	39	1000000	23500001	0
5.41	5	44.1	5	24000001	25000000	5	0	40	1000000	24500001	0
5.42	5	44.1	5	25000001	26000000	5	0	41	1000000	25500001	0
5.43	5	44.1	5	26000001	27000000	5	0	42	1000000	26500001	0
5.44	5	44.1	5	27000001	28000000	5	0	43	1000000	27500001	0
5.45	5	44.1	5	28000001	29000000	5	0	44	1000000	28500001	0
5.46	5	44.1	5	29000001	30000000	5	0	45	1000000	29500001	0
5.47	5	44.1	5	30000001	31000000	5	0	46	1000000	30500001	0
5.48	5	44.26	5	31000001	31500000	5	0.159235668789809	47	500000	31250001	0.318471337579618
5.49	5	44.26	5	31500001	32000000	5	0	48	500000	31750001	0
5.5	5	44.26	5	32000001	32500000	5	0	49	500000	32250001	0
5.51	5	44.26	5	32500001	33000000	5	0	50	500000	32750001	0
5.52	5	44.26	5	33000001	33500000	5	0	51	500000	33250001	0
5.53	5	44.26	5	33500001	34000000	5	0.159235668789809	52	500000	33750001	0.318471337579618
5.54	5	44.42	5	34000001	34500000	5	0.159235668789809	53	500000	34250001	0.318471337579618
5.55	5	44.83	5	34500001	35000000	5	0.398089171974522	54	500000	34750001	0.796178343949045
5.56	5	45.16	5	35000001	35500000	5	0.636942675159236	55	500000	35250001	1.27388535031847
5.57	5	45.86	5	35500001	36000000	5	0.398089171974522	56	500000	35750001	0.796178343949045
5.58	5	46.18	5	36000001	36500000	5	0.318471337579618	57	500000	36250001	0.636942675159236
5.59	5	46.56	5	36500001	37000000	5	0.477707006369427	58	500000	36750001	0.955414012738854
5.6	5	47.12	5	37000001	37500000	5	0.875796178343949	59	500000	37250001	1.7515923566879
5.61	5	48.38	5	37500001	38000000	5	1.03503184713376	60	500000	37750001	2.07006369426752
5.62	5	48.95	5	38000001	38500000	5	0.71656050955414	61	500000	38250001	1.43312101910828
5.63	5	50.07	5	38500001	39000000	5	0.875796178343949	62	500000	38750001	1.7515923566879
5.64	5	50.68	5	39000001	39500000	5	1.03503184713376	63	500000	39250001	2.07006369426752
5.65	5	51.69	5	39500001	40000000	5	1.11464968152866	64	500000	39750001	2.22929936305732
5.66	5	52.94	5	40000001	40500000	5	0.955414012738854	65	500000	40250001	1.91082802547771
5.67	5	53.35	5	40500001	41000000	5	0.71656050955414	66	500000	40750001	1.43312101910828
5.68	5	54.4	5	41000001	41500000	5	1.11464968152866	67	500000	41250001	2.22929936305732
5.69	5	55.55	5	41500001	42000000	5	1.35350318471338	68	500000	41750001	2.70700636942675
5.7	5	57.08	5	42000001	42500000	5	2.30891719745223	69	500000	42250001	4.61783439490446
5.71	5	59.93	5	42500001	43000000	5	2.07006369426752	70	500000	42750001	4.14012738853503
5.72	5	61.69	5	43000001	43500000	5	2.46815286624204	71	500000	43250001	4.93630573248408
5.73	5	64.68	5	43500001	44000000	5	3.10509554140127	72	500000	43750001	6.21019108280255
5.74	5	66.55	5	44000001	44547717	5	0.796178343949045	73	547717	44273859.5	1.45363087862718
6.01	6	0	6	1	500000	6	0.875796178343949	1	500000	250001	1.7515923566879
6.02	6	1.08	6	500001	1000000	6	3.82165605095541	2	500000	750001	7.64331210191083
6.03	6	6.93	6	1000001	1500000	6	4.45859872611465	3	500000	1250001	8.9171974522293
6.04	6	11.28	6	1500001	2000000	6	4.53821656050955	4	500000	1750001	9.07643312101911
6.05	6	13.99	6	2000001	2500000	6	3.42356687898089	5	500000	2250001	6.84713375796178
6.06	6	18.3	6	2500001	3000000	6	3.42356687898089	6	500000	2750001	6.84713375796178
6.07	6	20.98	6	3000001	3500000	6	2.46815286624204	7	500000	3250001	4.93630573248408
6.08	6	22.98	6	3500001	4000000	6	2.54777070063694	8	500000	3750001	5.09554140127389
6.09	6	26.63	6	4000001	4500000	6	2.86624203821656	9	500000	4250001	5.73248407643312
6.1	6	28.12	6	4500001	5000000	6	1.03503184713376	10	500000	4750001	2.07006369426752
6.11	6	29.38	6	5000001	5500000	6	1.99044585987261	11	500000	5250001	3.98089171974522
6.12	6	32.12	6	5500001	6000000	6	2.94585987261146	12	500000	5750001	5.89171974522293
6.13	6	34.1	6	6000001	6500000	6	1.35350318471338	13	500000	6250001	2.70700636942675
6.14	6	35.09	6	6500001	7000000	6	1.43312101910828	14	500000	6750001	2.86624203821656
6.15	6	36.87	6	7000001	7500000	6	1.91082802547771	15	500000	7250001	3.82165605095541
6.16	6	38.66	6	7500001	8000000	6	1.59235668789809	16	500000	7750001	3.18471337579618
6.17	6	40.3	6	8000001	8500000	6	1.51273885350318	17	500000	8250001	3.02547770700637
6.18	6	41.57	6	8500001	9000000	6	0.71656050955414	18	500000	8750001	1.43312101910828
6.19	6	41.77	6	9000001	9500000	6	0.159235668789809	19	500000	9250001	0.318471337579618
6.2	6	41.93	6	9500001	10000000	6	0.159235668789809	20	500000	9750001	0.318471337579618
6.21	6	42.13	6	10000001	10500000	6	0.477707006369427	21	500000	10250001	0.955414012738854
6.22	6	42.73	6	10500001	11000000	6	0.398089171974522	22	500000	10750001	0.796178343949045
6.23	6	43.05	6	11000001	11500000	6	0.159235668789809	23	500000	11250001	0.318471337579618
6.24	6	43.21	6	11500001	12000000	6	0.159235668789809	24	500000	11750001	0.318471337579618
6.25	6	43.21	6	12000001	13000000	6	0	25	1000000	12500001	0
6.26	6	43.21	6	13000001	14000000	6	0	26	1000000	13500001	0
6.27	6	43.21	6	14000001	15000000	6	0	27	1000000	14500001	0
6.28	6	43.21	6	15000001	16000000	6	0	28	1000000	15500001	0
6.29	6	43.21	6	16000001	17000000	6	0	29	1000000	16500001	0
6.3	6	43.21	6	17000001	18000000	6	0	30	1000000	17500001	0
6.31	6	43.21	6	18000001	19000000	6	0	31	1000000	18500001	0
6.32	6	43.21	6	19000001	19500000	6	0	32	500000	19250001	0
6.33	6	43.21	6	19500001	19800000	6	0	33	300000	19650001	0
6.35	6	43.21	6	20000001	21000000	6	0	34	1000000	20500001	0
6.36	6	43.21	6	21000001	22000000	6	0	35	1000000	21500001	0
6.37	6	43.21	6	22000001	23000000	6	0	36	1000000	22500001	0
6.38	6	43.21	6	23000001	24000000	6	0.318471337579618	37	1000000	23500001	0.318471337579618
6.39	6	43.53	6	24000001	25000000	6	0.0796178343949045	38	1000000	24500001	0.0796178343949045
6.4	6	43.69	6	25000001	26000000	6	0.0796178343949045	39	1000000	25500001	0.0796178343949045
6.41	6	43.69	6	26000001	26500000	6	0.238853503184713	40	500000	26250001	0.477707006369427
6.42	6	44.09	6	26500001	27000000	6	0.796178343949045	41	500000	26750001	1.59235668789809
6.43	6	45.24	6	27000001	27500000	6	0.636942675159236	42	500000	27250001	1.27388535031847
6.44	6	45.73	6	27500001	28000000	6	0.955414012738854	43	500000	27750001	1.91082802547771
6.45	6	46.62	6	28000001	28500000	6	0.71656050955414	44	500000	28250001	1.43312101910828
6.46	6	47.71	6	28500001	29000000	6	1.03503184713376	45	500000	28750001	2.07006369426752
6.47	6	48.35	6	29000001	29500000	6	0.557324840764331	46	500000	29250001	1.11464968152866
6.48	6	48.76	6	29500001	30424310	6	0.477707006369427	47	924310	29962156	0.516825530795325
7.001	7	0	7	1	500000	7	0.71656050955414	1	500000	250001	1.43312101910828
7.002	7	1.08	7	500001	1000000	7	3.18471337579618	2	500000	750001	6.36942675159236
7.003	7	5.6	7	1000001	1500000	7	3.34394904458599	3	500000	1250001	6.68789808917197
7.004	7	8.89	7	1500001	2000000	7	3.18471337579618	4	500000	1750001	6.36942675159236
7.005	7	11.67	7	2000001	2500000	7	2.86624203821656	5	500000	2250001	5.73248407643312
7.006	7	14.25	7	2500001	3000000	7	2.62738853503185	6	500000	2750001	5.25477707006369
7.007	7	17.04	7	3000001	3500000	7	2.62738853503185	7	500000	3250001	5.25477707006369
7.008	7	18.35	7	3500001	4000000	7	2.30891719745223	8	500000	3750001	4.61783439490446
7.009	7	21.51	7	4000001	4500000	7	1.91082802547771	9	500000	4250001	3.82165605095541
7.01	7	23.07	7	4500001	5000000	7	2.46815286624204	10	500000	4750001	4.93630573248408
7.011	7	25.34	7	5000001	5500000	7	1.7515923566879	11	500000	5250001	3.5031847133758
7.012	7	26.62	7	5500001	6000000	7	1.35350318471338	12	500000	5750001	2.70700636942675
7.013	7	28.37	7	6000001	6500000	7	2.38853503184713	13	500000	6250001	4.77707006369427
7.014	7	30.95	7	6500001	7000000	7	1.67197452229299	14	500000	6750001	3.34394904458599
7.015	7	32.27	7	7000001	7500000	7	1.43312101910828	15	500000	7250001	2.86624203821656
7.016	7	33.42	7	7500001	8000000	7	1.27388535031847	16	500000	7750001	2.54777070063694
7.017	7	35.55	7	8000001	8500000	7	1.67197452229299	17	500000	8250001	3.34394904458599
7.018	7	36.09	7	8500001	9000000	7	0.159235668789809	18	500000	8750001	0.318471337579618
7.019	7	36.09	7	9000001	9500000	7	0.636942675159236	19	500000	9250001	1.27388535031847
7.02	7	37.19	7	9500001	10000000	7	0.557324840764331	20	500000	9750001	1.11464968152866
7.022	7	37.37	7	10200001	10700000	7	0.159235668789809	21	500000	10450001	0.318471337579618
7.023	7	37.69	7	10700001	11200000	7	0.238853503184713	22	500000	10950001	0.477707006369427
7.024	7	37.69	7	11200001	11700000	7	0.318471337579618	23	500000	11450001	0.636942675159236
7.025	7	38.33	7	11700001	12200000	7	0.318471337579618	24	500000	11950001	0.636942675159236
7.026	7	38.33	7	12200001	12700000	7	0.398089171974522	25	500000	12450001	0.796178343949045
7.027	7	39.05	7	12700001	13100000	7	0.477707006369427	26	400000	12900001	1.19426751592357
7.029	7	39.29	7	13150001	13500000	7	0.0796178343949045	27	350000	13325001	0.227479526842584
7.03	7	39.29	7	13500001	14000000	7	0.0796178343949045	28	500000	13750001	0.159235668789809
7.031	7	39.61	7	14000001	14500000	7	0.238853503184713	29	500000	14250001	0.477707006369427
7.032	7	39.61	7	14500001	15000000	7	0	30	500000	14750001	0
7.033	7	39.61	7	15000001	16000000	7	0.238853503184713	31	1000000	15500001	0.238853503184713
7.034	7	39.92	7	16000001	17000000	7	0.0796178343949045	32	1000000	16500001	0.0796178343949045
7.035	7	39.92	7	17000001	18000000	7	0	33	1000000	17500001	0
7.036	7	39.92	7	18000001	19000000	7	0	34	1000000	18500001	0
7.037	7	39.92	7	19000001	20000000	7	0	35	1000000	19500001	0
7.038	7	39.92	7	20000001	21000000	7	0	36	1000000	20500001	0
7.039	7	39.92	7	21000001	22000000	7	0	37	1000000	21500001	0
7.04	7	39.92	7	22000001	23000000	7	0	38	1000000	22500001	0
7.041	7	39.92	7	23000001	24000000	7	0	39	1000000	23500001	0
7.042	7	39.92	7	24000001	25000000	7	0	40	1000000	24500001	0
7.043	7	39.92	7	25000001	25500000	7	0	41	500000	25250001	0
7.048	7	39.92	7	25500001	26000000	7	0.0796178343949045	46	500000	25750001	0.159235668789809
7.053	7	40.4	7	26000001	26500000	7	0.318471337579618	82	500000	26250001	0.636942675159236
7.058	7	39.92	7	26500001	27000000	7	0	51	500000	26750001	0
7.063	7	39.92	7	27000001	27500000	7	0	56	500000	27250001	0
7.064	7	39.92	7	27500001	28000000	7	0	57	500000	27750001	0
7.065	7	39.92	7	28000001	28500000	7	0	58	500000	28250001	0
7.066	7	39.92	7	28500001	29000000	7	0	59	500000	28750001	0
7.069	7	39.92	7	29000001	29500000	7	0	60	500000	29250001	0
7.072	7	39.92	7	29500001	30000000	7	0	63	500000	29750001	0
7.077	7	39.92	7	30000001	30500000	7	0	68	500000	30250001	0
7.082	7	39.92	7	30500001	31000000	7	0.318471337579618	73	500000	30750001	0.636942675159236
7.087	7	40.24	7	31000001	31500000	7	0	78	500000	31250001	0
7.088	7	40.24	7	31500001	32000000	7	0.0796178343949045	79	500000	31750001	0.159235668789809
7.089	7	40.72	7	32000001	32500000	7	0.318471337579618	85	500000	32250001	0.636942675159236
7.09	7	40.72	7	32500001	33000000	7	0	86	500000	32750001	0
7.091	7	40.72	7	33000001	33500000	7	0.159235668789809	87	500000	33250001	0.318471337579618
7.092	7	40.88	7	33500001	34000000	7	0.238853503184713	88	500000	33750001	0.477707006369427
7.093	7	46.64	7	34000001	34500000	7	0.557324840764331	96	500000	34250001	1.11464968152866
7.094	7	41.36	7	34500001	35000000	7	0.557324840764331	89	500000	34750001	1.11464968152866
7.095	7	42.16	7	35000001	35500000	7	0.477707006369427	90	500000	35250001	0.955414012738854
7.096	7	42.16	7	35500001	36000000	7	0.71656050955414	91	500000	35750001	1.43312101910828
7.097	7	43.32	7	36000001	36500000	7	0.796178343949045	92	500000	36250001	1.59235668789809
7.098	7	44.04	7	36500001	37000000	7	0.477707006369427	93	500000	36750001	0.955414012738854
7.099	7	44.29	7	37000001	37500000	7	0.796178343949045	94	500000	37250001	1.59235668789809
7.1	7	45.53	7	37500001	38000000	7	1.19426751592357	95	500000	37750001	2.38853503184713
7.101	7	46.87	7	38000001	38500000	7	0.955414012738854	97	500000	38250001	1.91082802547771
7.102	7	48.19	7	38500001	39000000	7	0.875796178343949	98	500000	38750001	1.7515923566879
7.103	7	49	7	39000001	39500000	7	1.51273885350318	99	500000	39250001	3.02547770700637
7.104	7	51.54	7	39500001	40000000	7	2.14968152866242	100	500000	39750001	4.29936305732484
7.105	7	53.02	7	40000001	40500000	7	1.51273885350318	101	500000	40250001	3.02547770700637
7.106	7	54.33	7	40500001	41000000	7	2.07006369426752	102	500000	40750001	4.14012738853503
7.107	7	57.84	7	41000001	41500000	7	3.34394904458599	103	500000	41250001	6.68789808917197
7.108	7	60.81	7	41500001	42000000	7	3.5031847133758	104	500000	41750001	7.00636942675159
7.109	7	63.95	7	42000001	42500000	7	3.34394904458599	105	500000	42250001	6.68789808917197
7.11	7	68.1	7	42500001	43000000	7	3.10509554140127	106	500000	42750001	6.21019108280255
7.111	7	69.39	7	43000001	43571201	7	1.43312101910828	107	571201	43285601.5	2.50896097714864
